from_pkg	to_pkg	via
cifs-utils	pam	linked
cifs-utils	samba	linked
cifs-utils	talloc	linked
clinfo	aaa_glibc-solibs	linked
clinfo	ocl-icd	linked
clisp	aaa_glibc-solibs	linked
clisp	aaa_libraries	linked
clisp	at-spi2-core	linked
clisp	brotli	lib
clisp	cairo	linked
clisp	dbus	linked
clisp	fontconfig	linked
clisp	freetype	linked
clisp	fribidi	lib
clisp	gdk-pixbuf2	linked
clisp	glib2	linked
clisp	graphite2	lib
clisp	gtk+2	linked
clisp	harfbuzz	linked
clisp	libICE	linked
clisp	libSM	linked
clisp	libX11	linked
clisp	libXau	linked
clisp	libXcomposite	lib
clisp	libXcursor	lib
clisp	libXdamage	lib
clisp	libXdmcp	lib
clisp	libXext	linked
clisp	libXfixes	lib
clisp	libXi	lib
clisp	libXinerama	lib
clisp	libXpm	linked
clisp	libXrandr	lib
clisp	libXrender	lib
clisp	libglade	linked
clisp	libxcb	lib
clisp	libxml2	linked
clisp	pango	linked
clisp	pixman	lib
clisp	util-linux	lib
clucene	aaa_glibc-solibs	linked
clucene	aaa_libraries	linked
cmake	aaa_glibc-solibs	linked
cmake	aaa_libraries	linked
cmake	brotli	lib
cmake	cyrus-sasl	lib
cmake	dbus	lib
cmake	e2fsprogs	lib
cmake	fontconfig	lib
cmake	freetype	lib
cmake	graphite2	lib
cmake	harfbuzz	lib
cmake	icu4c	lib
cmake	libX11	lib
cmake	libXau	lib
cmake	libXdmcp	lib
cmake	libXext	lib
cmake	libarchive	linked
cmake	libglvnd	linked
cmake	liburing	lib
cmake	libxcb	lib
cmake	libxml2	lib
cmake	lz4	lib
cmake	nghttp2	lib
cmake	nghttp3	lib
cmake	ngtcp2	lib
cmake	openssl	lib
cmake	openssl-solibs	lib
cmake	pcre2	lib
cmake	qt6	linked
cmark-gfm	aaa_glibc-solibs	linked
cmark	aaa_glibc-solibs	linked
colord-kde	aaa_glibc-solibs	linked
colord-kde	aaa_libraries	linked
colord-kde	breeze-icons	lib
colord-kde	brotli	lib
colord-kde	cyrus-sasl	lib
colord-kde	dbus	lib
colord-kde	duktape	lib
colord-kde	e2fsprogs	lib
colord-kde	fontconfig	lib
colord-kde	freetype	lib
colord-kde	glib2	lib
colord-kde	graphite2	lib
colord-kde	harfbuzz	lib
colord-kde	icu4c	lib
colord-kde	karchive	lib
colord-kde	kcmutils	linked
colord-kde	kcodecs	lib
colord-kde	kcolorscheme	linked
colord-kde	kconfig	linked
colord-kde	kconfigwidgets	linked
colord-kde	kcoreaddons	linked
colord-kde	kdbusaddons	linked
colord-kde	kglobalaccel	lib
colord-kde	kguiaddons	lib
colord-kde	ki18n	linked
colord-kde	kiconthemes	lib
colord-kde	kitemviews	lib
colord-kde	kwidgetsaddons	linked
colord-kde	kwindowsystem	linked
colord-kde	kxmlgui	lib
colord-kde	lcms2	linked
colord-kde	libX11	linked
colord-kde	libXau	lib
colord-kde	libXdmcp	lib
colord-kde	libXext	linked
colord-kde	libXfixes	lib
colord-kde	libXrandr	linked
colord-kde	libXrender	linked
colord-kde	libglvnd	linked
colord-kde	libproxy	lib
colord-kde	liburing	lib
colord-kde	libxcb	lib
colord-kde	nghttp2	lib
colord-kde	nghttp3	lib
colord-kde	ngtcp2	lib
colord-kde	openssl	lib
colord-kde	openssl-solibs	lib
colord-kde	pcre2	lib
colord-kde	qt6	linked
colord-kde	util-linux	lib
colord-kde	wayland	lib
colord-kde	xcb-util-keysyms	lib
colord	aaa_glibc-solibs	linked
colord	aaa_libraries	linked
colord	avahi	lib
colord	brotli	lib
colord	cairo	lib
colord	cyrus-sasl	lib
colord	dbus	linked
colord	e2fsprogs	lib
colord	elogind	lib
colord	fontconfig	lib
colord	freetype	lib
colord	glib2	linked
colord	gpgme	lib
colord	gpgmepp	lib
colord	graphite2	lib
colord	harfbuzz	lib
colord	icu4c	lib
colord	json-glib	lib
colord	lcms2	linked
colord	libX11	lib
colord	libXau	lib
colord	libXdmcp	lib
colord	libXext	lib
colord	libXrender	lib
colord	libassuan	lib
colord	libdeflate	lib
colord	libexif	lib
colord	libgphoto2	lib
colord	libgudev	linked
colord	libgusb	linked
colord	libieee1284	lib
colord	libwebp	lib
colord	libxcb	lib
colord	libxml2	lib
colord	mozilla-nss	lib
colord	net-snmp	lib
colord	nghttp2	lib
colord	nghttp3	lib
colord	ngtcp2	lib
colord	openjpeg	lib
colord	openssl	lib
colord	openssl-solibs	lib
colord	pixman	lib
colord	polkit	linked
colord	poppler	lib
colord	sane	linked
colord	sqlite	linked
colord	util-linux	lib
colord	v4l-utils	lib
compiz	aaa_glibc-solibs	linked
compiz	aaa_libraries	linked
compiz	at-spi2-core	linked
compiz	brotli	lib
compiz	cairo	linked
compiz	dav1d	lib
compiz	dbus	linked
compiz	dbus-glib	linked
compiz	fontconfig	lib
compiz	freetype	lib
compiz	fribidi	lib
compiz	gdk-pixbuf2	linked
compiz	glib2	linked
compiz	glu	linked
compiz	graphite2	lib
compiz	gtk+3	linked
compiz	harfbuzz	linked
compiz	libICE	linked
compiz	libSM	linked
compiz	libX11	linked
compiz	libXau	lib
compiz	libXcomposite	linked
compiz	libXcursor	linked
compiz	libXdamage	linked
compiz	libXdmcp	lib
compiz	libXext	linked
compiz	libXfixes	linked
compiz	libXi	linked
compiz	libXinerama	linked
compiz	libXrandr	linked
compiz	libXrender	linked
compiz	libXres	lib
compiz	libepoxy	lib
compiz	libglvnd	linked
compiz	librsvg	linked
compiz	libwnck3	linked
compiz	libxcb	lib
compiz	libxml2	linked
compiz	pango	linked
compiz	pixman	lib
compiz	startup-notification	linked
compiz	util-linux	lib
compiz	wayland	lib
compiz	xcb-util	lib
compiz	xfwm4	hint:exec
conntrack-tools	aaa_glibc-solibs	linked
conntrack-tools	libmnl	linked
conntrack-tools	libnetfilter_conntrack	linked
conntrack-tools	libnetfilter_cthelper	linked
conntrack-tools	libnetfilter_cttimeout	linked
conntrack-tools	libnetfilter_queue	linked
conntrack-tools	libnfnetlink	linked
coreutils	aaa_glibc-solibs	linked
coreutils	aaa_libraries	linked
cpio	aaa_glibc-solibs	linked
cpufrequtils	aaa_glibc-solibs	linked
cracklib	aaa_glibc-solibs	linked
cracklib	aaa_libraries	linked
cryfs	aaa_glibc-solibs	linked
cryfs	aaa_libraries	linked
cryfs	boost	linked
cryfs	cryptopp	linked
cryfs	fmt	linked
cryfs	spdlog	linked
cryptopp	aaa_glibc-solibs	linked
cryptopp	aaa_libraries	linked
cryptsetup	aaa_glibc-solibs	linked
cryptsetup	aaa_libraries	linked
cryptsetup	e2fsprogs	lib
cryptsetup	libgcrypt	lib
cryptsetup	libssh	linked
cryptsetup	openssl	linked
cryptsetup	openssl-solibs	linked
cryptsetup	util-linux	linked
crystal-dock	aaa_glibc-solibs	linked
crystal-dock	aaa_libraries	linked
crystal-dock	brotli	lib
crystal-dock	dbus	lib
crystal-dock	fontconfig	lib
crystal-dock	freetype	lib
crystal-dock	graphite2	lib
crystal-dock	harfbuzz	lib
crystal-dock	icu4c	lib
crystal-dock	layer-shell-qt	linked
crystal-dock	libX11	lib
crystal-dock	libXau	lib
crystal-dock	libXdmcp	lib
crystal-dock	libXext	lib
crystal-dock	libglvnd	linked
crystal-dock	liburing	lib
crystal-dock	libxcb	lib
crystal-dock	pcre2	lib
crystal-dock	qt6	linked
crystal-dock	wayland	linked
cscope	aaa_glibc-solibs	linked
cscope	aaa_libraries	linked
cscope	flex	linked
cups-browsed	aaa_glibc-solibs	linked
cups-browsed	aaa_libraries	linked
cups-browsed	avahi	linked
cups-browsed	brotli	lib
cups-browsed	cyrus-sasl	lib
cups-browsed	dbus	lib
cups-browsed	e2fsprogs	lib
cups-browsed	fontconfig	lib
cups-browsed	freetype	lib
cups-browsed	glib2	linked
cups-browsed	gnutls	lib
cups-browsed	gpgme	lib
cups-browsed	gpgmepp	lib
cups-browsed	graphite2	lib
cups-browsed	harfbuzz	lib
cups-browsed	lcms2	lib
cups-browsed	libassuan	lib
cups-browsed	libcupsfilters	linked
cups-browsed	libdeflate	lib
cups-browsed	libexif	lib
cups-browsed	libppd	linked
cups-browsed	libwebp	lib
cups-browsed	mozilla-nss	lib
cups-browsed	nettle	lib
cups-browsed	nghttp2	lib
cups-browsed	nghttp3	lib
cups-browsed	ngtcp2	lib
cups-browsed	openjpeg	lib
cups-browsed	openssl	lib
cups-browsed	openssl-solibs	lib
cups-browsed	p11-kit	lib
cups-browsed	poppler	lib
cups-browsed	qpdf	lib
cups-browsed	util-linux	lib
cups-filters	aaa_glibc-solibs	linked
cups-filters	aaa_libraries	linked
cups-filters	avahi	lib
cups-filters	brotli	lib
cups-filters	cyrus-sasl	lib
cups-filters	dbus	lib
cups-filters	e2fsprogs	lib
cups-filters	fontconfig	lib
cups-filters	freetype	lib
cups-filters	gnutls	lib
cups-filters	gpgme	lib
cups-filters	gpgmepp	lib
cups-filters	graphite2	lib
cups-filters	harfbuzz	lib
cups-filters	lcms2	lib
cups-filters	libassuan	lib
cups-filters	libcupsfilters	linked
cups-filters	libdeflate	lib
cups-filters	libexif	lib
cups-filters	libppd	linked
cups-filters	libwebp	lib
cups-filters	mozilla-nss	lib
cups-filters	nettle	lib
cups-filters	nghttp2	lib
cups-filters	nghttp3	lib
cups-filters	ngtcp2	lib
cups-filters	openjpeg	lib
cups-filters	openssl	lib
cups-filters	openssl-solibs	lib
cups-filters	p11-kit	lib
cups-filters	poppler	lib
cups-filters	qpdf	lib
cups	aaa_glibc-solibs	linked
cups	aaa_libraries	linked
cups	avahi	linked
cups	dbus	linked
cups	openssl	linked
cups	openssl-solibs	linked
cups	pam	linked
cups	postfix	hint:exec
curl	aaa_glibc-solibs	linked
curl	aaa_libraries	linked
curl	brotli	linked
curl	cyrus-sasl	lib
curl	e2fsprogs	lib
curl	nghttp2	linked
curl	nghttp3	linked
curl	ngtcp2	linked
curl	openssl	linked
curl	openssl-solibs	linked
cvs	aaa_glibc-solibs	linked
cvs	aaa_libraries	linked
cvs	e2fsprogs	linked
cvs	openssl	linked
cvs	openssl-solibs	linked
cxx-rust-cssparser	aaa_glibc-solibs	linked
cxx-rust-cssparser	aaa_libraries	linked
cyrus-sasl	aaa_glibc-solibs	linked
cyrus-sasl	aaa_libraries	linked
cyrus-sasl	e2fsprogs	linked
cyrus-sasl	icu4c	lib
cyrus-sasl	mariadb	linked
cyrus-sasl	openssl	linked
cyrus-sasl	openssl-solibs	linked
cyrus-sasl	pam	linked
cyrus-sasl	sqlite	linked
daemon	aaa_glibc-solibs	linked
daemon	aaa_libraries	lib
daemon	elogind	linked
dash	aaa_glibc-solibs	linked
dash	aaa_libraries	lib
dash	libedit	linked
dav1d	aaa_glibc-solibs	linked
db48	aaa_glibc-solibs	linked
db48	aaa_libraries	linked
dbus-glib	aaa_glibc-solibs	linked
dbus-glib	aaa_libraries	linked
dbus-glib	dbus	linked
dbus-glib	glib2	linked
dbus-glib	util-linux	lib
dbus-python	aaa_glibc-solibs	linked
dbus-python	aaa_libraries	linked
dbus-python	dbus	linked
dbus-python	pygobject3	hint:import
dbus	aaa_glibc-solibs	linked
dbus	aaa_libraries	linked
dbus	elogind	linked
dbus	libX11	linked
dbus	libXau	lib
dbus	libXdmcp	lib
dbus	libxcb	lib
dc3dd	aaa_glibc-solibs	linked
dconf-editor	aaa_glibc-solibs	linked
dconf-editor	aaa_libraries	linked
dconf-editor	at-spi2-core	lib
dconf-editor	brotli	lib
dconf-editor	cairo	lib
dconf-editor	dbus	lib
dconf-editor	dconf	linked
dconf-editor	fontconfig	lib
dconf-editor	freetype	lib
dconf-editor	fribidi	lib
dconf-editor	gdk-pixbuf2	lib
dconf-editor	glib2	linked
dconf-editor	graphite2	lib
dconf-editor	gtk+3	linked
dconf-editor	harfbuzz	lib
dconf-editor	libX11	lib
dconf-editor	libXau	lib
dconf-editor	libXcomposite	lib
dconf-editor	libXcursor	lib
dconf-editor	libXdamage	lib
dconf-editor	libXdmcp	lib
dconf-editor	libXext	lib
dconf-editor	libXfixes	lib
dconf-editor	libXi	lib
dconf-editor	libXinerama	lib
dconf-editor	libXrandr	lib
dconf-editor	libXrender	lib
dconf-editor	libXres	lib
dconf-editor	libepoxy	lib
dconf-editor	libhandy	linked
dconf-editor	libxcb	lib
dconf-editor	pango	lib
dconf-editor	pixman	lib
dconf-editor	util-linux	lib
dconf-editor	wayland	lib
dconf	aaa_glibc-solibs	linked
dconf	aaa_libraries	linked
dconf	glib2	linked
dconf	util-linux	lib
dcron	aaa_glibc-solibs	linked
dcron	postfix	hint:exec
ddcutil	aaa_glibc-solibs	linked
ddcutil	aaa_libraries	linked
ddcutil	dbus	linked
ddcutil	jansson	linked
ddcutil	libX11	linked
ddcutil	libXau	lib
ddcutil	libXdmcp	lib
ddcutil	libXext	linked
ddcutil	libXrandr	linked
ddcutil	libXrender	lib
ddcutil	libdrm	linked
ddcutil	libxcb	lib
ddd	aaa_glibc-solibs	linked
ddd	aaa_libraries	linked
ddd	brotli	lib
ddd	fontconfig	linked
ddd	freetype	lib
ddd	graphite2	lib
ddd	harfbuzz	lib
ddd	libICE	linked
ddd	libSM	linked
ddd	libX11	linked
ddd	libXau	lib
ddd	libXaw	linked
ddd	libXcursor	lib
ddd	libXdmcp	lib
ddd	libXext	linked
ddd	libXfixes	lib
ddd	libXft	linked
ddd	libXmu	linked
ddd	libXp	linked
ddd	libXpm	linked
ddd	libXrandr	lib
ddd	libXrender	lib
ddd	libXt	linked
ddd	libxcb	lib
ddd	motif	linked
ddd	util-linux	lib
ddrescue	aaa_glibc-solibs	linked
ddrescue	aaa_libraries	linked
desktop-file-utils	aaa_glibc-solibs	linked
desktop-file-utils	aaa_libraries	linked
desktop-file-utils	glib2	linked
desktop-file-utils	util-linux	lib
dev86	aaa_glibc-solibs	linked
dhcp	aaa_glibc-solibs	linked
dhcpcd	aaa_glibc-solibs	linked
dhcpcd	aaa_libraries	linked
dhcpcd	openssl	linked
dhcpcd	openssl-solibs	linked
dialog	aaa_glibc-solibs	linked
dialog	aaa_libraries	linked
diffstat	aaa_glibc-solibs	linked
diffutils	aaa_glibc-solibs	linked
digikam	Imath	lib
digikam	aaa_glibc-solibs	linked
digikam	aaa_libraries	linked
digikam	akonadi	linked
digikam	akonadi-contacts	linked
digikam	aom	lib
digikam	attica	lib
digikam	avahi	lib
digikam	breeze-icons	lib
digikam	brotli	lib
digikam	cairo	lib
digikam	cyrus-sasl	lib
digikam	dav1d	lib
digikam	db48	lib
digikam	dbus	lib
digikam	duktape	lib
digikam	e2fsprogs	lib
digikam	exiv2	linked
digikam	ffmpeg	linked
digikam	fftw	lib
digikam	flac	lib
digikam	fontconfig	lib
digikam	freeglut	lib
digikam	freetype	lib
digikam	fribidi	lib
digikam	gcc-gfortran	lib
digikam	gdk-pixbuf2	lib
digikam	glib2	lib
digikam	glu	linked
digikam	gnutls	lib
digikam	gpgme	lib
digikam	gpgmepp	lib
digikam	grantleetheme	linked
digikam	graphite2	lib
digikam	harfbuzz	lib
digikam	icu4c	lib
digikam	imagemagick	linked
digikam	inih	lib
digikam	jansson	lib
digikam	jasper	linked
digikam	karchive	lib
digikam	kcalendarcore	linked
digikam	kcodecs	lib
digikam	kcolorscheme	linked
digikam	kcompletion	linked
digikam	kconfig	linked
digikam	kconfigwidgets	linked
digikam	kcontacts	linked
digikam	kcoreaddons	linked
digikam	kcrash	lib
digikam	kfilemetadata	linked
digikam	kglobalaccel	lib
digikam	kguiaddons	linked
digikam	ki18n	linked
digikam	kiconthemes	linked
digikam	kio	linked
digikam	kitemmodels	linked
digikam	kitemviews	lib
digikam	kjobwidgets	linked
digikam	kmime	lib
digikam	knewstuff	lib
digikam	knotifications	linked
digikam	knotifyconfig	linked
digikam	kpackage	lib
digikam	ksanecore	lib
digikam	kservice	linked
digikam	ktextaddons	lib
digikam	ktexttemplate	linked
digikam	ktextwidgets	lib
digikam	kwallet	lib
digikam	kwidgetsaddons	linked
digikam	kwindowsystem	linked
digikam	kxmlgui	linked
digikam	lame	lib
digikam	lcms2	linked
digikam	lensfun	linked
digikam	libICE	linked
digikam	libSM	linked
digikam	libX11	linked
digikam	libXau	lib
digikam	libXcomposite	lib
digikam	libXdamage	lib
digikam	libXdmcp	lib
digikam	libXext	linked
digikam	libXfixes	lib
digikam	libXi	lib
digikam	libXrandr	lib
digikam	libXrender	lib
digikam	libXt	lib
digikam	libXtst	lib
digikam	libXv	lib
digikam	libXxf86vm	lib
digikam	libass	lib
digikam	libassuan	lib
digikam	libasyncns	lib
digikam	libbluray	lib
digikam	libcaca	lib
digikam	libcanberra	lib
digikam	libcdio	lib
digikam	libcdio-paranoia	lib
digikam	libdeflate	lib
digikam	libdrm	lib
digikam	libexif	lib
digikam	libgcrypt	lib
digikam	libglvnd	linked
digikam	libgphoto2	linked
digikam	libical	lib
digikam	libieee1284	lib
digikam	libimobiledevice	lib
digikam	libimobiledevice-glue	lib
digikam	libksane	linked
digikam	libogg	lib
digikam	libplacebo	lib
digikam	libplist	lib
digikam	libproxy	lib
digikam	librsvg	lib
digikam	libsndfile	lib
digikam	libssh	lib
digikam	libtheora	lib
digikam	libunibreak	lib
digikam	liburing	lib
digikam	libusbmuxd	lib
digikam	libva	lib
digikam	libvdpau	lib
digikam	libvorbis	lib
digikam	libvpx	lib
digikam	libwebp	lib
digikam	libxcb	lib
digikam	libxkbfile	lib
digikam	libxml2	linked
digikam	libxslt	linked
digikam	libzip	lib
digikam	mesa	lib
digikam	mozilla-nss	lib
digikam	mpg123	lib
digikam	net-snmp	lib
digikam	nettle	lib
digikam	nghttp2	lib
digikam	nghttp3	lib
digikam	ngtcp2	lib
digikam	ocl-icd	lib
digikam	openal-soft	lib
digikam	openblas	lib
digikam	opencv	linked
digikam	openexr	lib
digikam	openjpeg	lib
digikam	openjph	lib
digikam	openssl	lib
digikam	openssl-solibs	lib
digikam	opus	lib
digikam	p11-kit	lib
digikam	pango	lib
digikam	pcre2	lib
digikam	pixman	lib
digikam	poppler	lib
digikam	pulseaudio	lib
digikam	qt6	linked
digikam	samba	lib
digikam	sane	lib
digikam	solid	linked
digikam	sonnet	linked
digikam	speex	lib
digikam	syndication	lib
digikam	syntax-highlighting	lib
digikam	talloc	lib
digikam	tevent	lib
digikam	threadweaver	linked
digikam	util-linux	lib
digikam	v4l-utils	lib
digikam	vid.stab	lib
digikam	vulkan-sdk	lib
digikam	wayland	lib
digikam	xcb-util-keysyms	lib
distcc	aaa_glibc-solibs	linked
distcc	aaa_libraries	linked
distcc	at-spi2-core	linked
distcc	avahi	linked
distcc	brotli	lib
distcc	cairo	linked
distcc	dbus	lib
distcc	e2fsprogs	lib
distcc	fontconfig	lib
distcc	freetype	lib
distcc	fribidi	lib
distcc	gdk-pixbuf2	linked
distcc	glib2	linked
distcc	graphite2	lib
distcc	gtk+3	linked
distcc	harfbuzz	linked
distcc	libX11	lib
distcc	libXau	lib
distcc	libXcomposite	lib
distcc	libXcursor	lib
distcc	libXdamage	lib
distcc	libXdmcp	lib
distcc	libXext	lib
distcc	libXfixes	lib
distcc	libXi	lib
distcc	libXinerama	lib
distcc	libXrandr	lib
distcc	libXrender	lib
distcc	libXres	lib
distcc	libepoxy	lib
distcc	libxcb	lib
distcc	pango	linked
distcc	pixman	lib
distcc	util-linux	lib
distcc	wayland	lib
djvulibre	aaa_glibc-solibs	linked
djvulibre	aaa_libraries	linked
djvulibre	libdeflate	lib
djvulibre	libwebp	lib
dmapi	aaa_glibc-solibs	linked
dmapi	aaa_libraries	hint:dlopen
dmidecode	aaa_glibc-solibs	linked
dnsmasq	aaa_glibc-solibs	linked
dnsmasq	aaa_libraries	linked
dnsmasq	dbus	linked
dnsmasq	libmnl	lib
dnsmasq	libnetfilter_conntrack	linked
dnsmasq	libnfnetlink	linked
dnsmasq	nettle	linked
dolphin-plugins	aaa_glibc-solibs	linked
dolphin-plugins	aaa_libraries	linked
dolphin-plugins	breeze-icons	lib
dolphin-plugins	brotli	lib
dolphin-plugins	cyrus-sasl	lib
dolphin-plugins	dbus	lib
dolphin-plugins	dolphin	linked
dolphin-plugins	duktape	lib
dolphin-plugins	e2fsprogs	lib
dolphin-plugins	editorconfig-core-c	lib
dolphin-plugins	flac	lib
dolphin-plugins	fontconfig	lib
dolphin-plugins	freetype	lib
dolphin-plugins	glib2	lib
dolphin-plugins	graphite2	lib
dolphin-plugins	harfbuzz	lib
dolphin-plugins	icu4c	lib
dolphin-plugins	karchive	lib
dolphin-plugins	kauth	lib
dolphin-plugins	kbookmarks	linked
dolphin-plugins	kcodecs	lib
dolphin-plugins	kcolorscheme	linked
dolphin-plugins	kcompletion	linked
dolphin-plugins	kconfig	linked
dolphin-plugins	kconfigwidgets	linked
dolphin-plugins	kcoreaddons	linked
dolphin-plugins	kcrash	lib
dolphin-plugins	kglobalaccel	lib
dolphin-plugins	kguiaddons	linked
dolphin-plugins	ki18n	linked
dolphin-plugins	kiconthemes	lib
dolphin-plugins	kio	linked
dolphin-plugins	kitemviews	linked
dolphin-plugins	kjobwidgets	linked
dolphin-plugins	knotifications	lib
dolphin-plugins	kparts	linked
dolphin-plugins	kservice	linked
dolphin-plugins	ktexteditor	linked
dolphin-plugins	ktextwidgets	linked
dolphin-plugins	kwidgetsaddons	linked
dolphin-plugins	kwindowsystem	lib
dolphin-plugins	kxmlgui	linked
dolphin-plugins	lame	lib
dolphin-plugins	libX11	lib
dolphin-plugins	libXau	lib
dolphin-plugins	libXdmcp	lib
dolphin-plugins	libXext	lib
dolphin-plugins	libXfixes	lib
dolphin-plugins	libasyncns	lib
dolphin-plugins	libcanberra	lib
dolphin-plugins	libglvnd	linked
dolphin-plugins	libimobiledevice	lib
dolphin-plugins	libimobiledevice-glue	lib
dolphin-plugins	libogg	lib
dolphin-plugins	libplist	lib
dolphin-plugins	libproxy	lib
dolphin-plugins	libsndfile	lib
dolphin-plugins	liburing	lib
dolphin-plugins	libusbmuxd	lib
dolphin-plugins	libvorbis	lib
dolphin-plugins	libxcb	lib
dolphin-plugins	mpg123	lib
dolphin-plugins	nghttp2	lib
dolphin-plugins	nghttp3	lib
dolphin-plugins	ngtcp2	lib
dolphin-plugins	openssl	lib
dolphin-plugins	openssl-solibs	lib
dolphin-plugins	opus	lib
dolphin-plugins	pcre2	lib
dolphin-plugins	pulseaudio	lib
dolphin-plugins	qt6	linked
dolphin-plugins	solid	linked
dolphin-plugins	sonnet	linked
dolphin-plugins	syntax-highlighting	linked
dolphin-plugins	util-linux	lib
dolphin-plugins	wayland	lib
dolphin-plugins	xcb-util-keysyms	lib
dolphin	aaa_glibc-solibs	linked
dolphin	aaa_libraries	linked
dolphin	attica	linked
dolphin	baloo	linked
dolphin	baloo-widgets	linked
dolphin	breeze-icons	lib
dolphin	brotli	lib
dolphin	cyrus-sasl	lib
dolphin	dbus	lib
dolphin	duktape	lib
dolphin	e2fsprogs	lib
dolphin	flac	lib
dolphin	fontconfig	lib
dolphin	freetype	lib
dolphin	glib2	lib
dolphin	graphite2	lib
dolphin	harfbuzz	lib
dolphin	icu4c	lib
dolphin	karchive	lib
dolphin	kbookmarks	linked
dolphin	kcmutils	linked
dolphin	kcodecs	linked
dolphin	kcolorscheme	linked
dolphin	kcompletion	linked
dolphin	kconfig	linked
dolphin	kconfigwidgets	linked
dolphin	kcoreaddons	linked
dolphin	kcrash	linked
dolphin	kdbusaddons	linked
dolphin	kfilemetadata	linked
dolphin	kglobalaccel	lib
dolphin	kguiaddons	linked
dolphin	ki18n	linked
dolphin	kiconthemes	linked
dolphin	kio	linked
dolphin	kitemviews	linked
dolphin	kjobwidgets	linked
dolphin	knewstuff	linked
dolphin	knotifications	linked
dolphin	kpackage	lib
dolphin	kparts	linked
dolphin	kservice	linked
dolphin	ktextwidgets	linked
dolphin	kwidgetsaddons	linked
dolphin	kwindowsystem	linked
dolphin	kxmlgui	linked
dolphin	lame	lib
dolphin	libX11	linked
dolphin	libXau	lib
dolphin	libXdmcp	lib
dolphin	libXext	lib
dolphin	libXfixes	lib
dolphin	libasyncns	lib
dolphin	libcanberra	lib
dolphin	libglvnd	linked
dolphin	libimobiledevice	lib
dolphin	libimobiledevice-glue	lib
dolphin	libogg	lib
dolphin	libplist	lib
dolphin	libproxy	lib
dolphin	libsndfile	lib
dolphin	liburing	lib
dolphin	libusbmuxd	lib
dolphin	libvorbis	lib
dolphin	libxcb	lib
dolphin	lmdb	lib
dolphin	mpg123	lib
dolphin	nghttp2	lib
dolphin	nghttp3	lib
dolphin	ngtcp2	lib
dolphin	openssl	lib
dolphin	openssl-solibs	lib
dolphin	opus	lib
dolphin	pcre2	lib
dolphin	pulseaudio	lib
dolphin	qt6	linked
dolphin	solid	linked
dolphin	sonnet	linked
dolphin	syndication	lib
dolphin	util-linux	lib
dolphin	wayland	lib
dolphin	xcb-util-keysyms	lib
dosfstools	aaa_glibc-solibs	linked
dotconf	aaa_glibc-solibs	linked
dovecot	aaa_glibc-solibs	linked
dovecot	aaa_libraries	linked
dovecot	clucene	linked
dovecot	cyrus-sasl	lib
dovecot	e2fsprogs	lib
dovecot	icu4c	linked
dovecot	libsodium	linked
dovecot	libunwind	linked
dovecot	lua	linked
dovecot	lz4	linked
dovecot	mariadb	linked
dovecot	openssl	linked
dovecot	openssl-solibs	linked
dovecot	pam	linked
dovecot	postfix	hint:exec
dovecot	samba	hint:exec
dovecot	sqlite	linked
doxygen	aaa_glibc-solibs	linked
doxygen	aaa_libraries	linked
doxygen	brotli	lib
doxygen	dbus	lib
doxygen	fontconfig	lib
doxygen	freetype	lib
doxygen	graphite2	lib
doxygen	harfbuzz	lib
doxygen	icu4c	lib
doxygen	libX11	lib
doxygen	libXau	lib
doxygen	libXdmcp	lib
doxygen	libXext	lib
doxygen	libglvnd	linked
doxygen	liburing	lib
doxygen	libxcb	lib
doxygen	pcre2	lib
doxygen	qt6	linked
doxygen	util-linux	lib
doxygen	xapian-core	linked
dracut	aaa_glibc-solibs	linked
dracut	aaa_libraries	linked
dracut	kmod	linked
dracut	openssl	lib
dracut	openssl-solibs	lib
dragon	aaa_glibc-solibs	linked
dragon	aaa_libraries	linked
dragon	aom	lib
dragon	brotli	lib
dragon	cairo	lib
dragon	cyrus-sasl	lib
dragon	dav1d	lib
dragon	dbus	lib
dragon	duktape	lib
dragon	e2fsprogs	lib
dragon	ffmpeg	linked
dragon	flac	lib
dragon	fontconfig	lib
dragon	freetype	lib
dragon	fribidi	lib
dragon	gdk-pixbuf2	lib
dragon	glib2	lib
dragon	graphite2	lib
dragon	harfbuzz	lib
dragon	icu4c	lib
dragon	kconfig	lib
dragon	kcoreaddons	linked
dragon	kcrash	linked
dragon	ki18n	linked
dragon	kio	linked
dragon	kservice	linked
dragon	kwindowsystem	linked
dragon	lame	lib
dragon	lcms2	lib
dragon	libX11	linked
dragon	libXau	lib
dragon	libXdmcp	lib
dragon	libXext	lib
dragon	libXfixes	lib
dragon	libXrender	lib
dragon	libasyncns	lib
dragon	libdrm	lib
dragon	libgcrypt	lib
dragon	libglvnd	linked
dragon	libogg	lib
dragon	libproxy	lib
dragon	librsvg	lib
dragon	libsndfile	lib
dragon	libtheora	lib
dragon	liburing	lib
dragon	libva	lib
dragon	libvdpau	lib
dragon	libvorbis	lib
dragon	libvpx	lib
dragon	libwebp	lib
dragon	libxcb	lib
dragon	libxml2	lib
dragon	mpg123	lib
dragon	nghttp2	lib
dragon	nghttp3	lib
dragon	ngtcp2	lib
dragon	ocl-icd	lib
dragon	openjpeg	lib
dragon	openssl	lib
dragon	openssl-solibs	lib
dragon	opus	lib
dragon	pango	lib
dragon	pcre2	lib
dragon	pixman	lib
dragon	pulseaudio	lib
dragon	qt6	linked
dragon	speex	lib
dragon	util-linux	lib
dragon	xcb-util-keysyms	lib
