from_pkg	to_pkg	via
dtc	aaa_glibc-solibs	linked
dtc	libyaml	linked
duktape	aaa_glibc-solibs	linked
dvd+rw-tools	aaa_glibc-solibs	linked
dvd+rw-tools	aaa_libraries	linked
dvdauthor	aaa_glibc-solibs	linked
dvdauthor	aaa_libraries	linked
dvdauthor	brotli	lib
dvdauthor	fftw	lib
dvdauthor	fontconfig	linked
dvdauthor	freetype	linked
dvdauthor	fribidi	linked
dvdauthor	graphite2	lib
dvdauthor	harfbuzz	lib
dvdauthor	imagemagick	linked
dvdauthor	lcms2	lib
dvdauthor	libICE	lib
dvdauthor	libSM	lib
dvdauthor	libX11	lib
dvdauthor	libXau	lib
dvdauthor	libXdmcp	lib
dvdauthor	libXext	lib
dvdauthor	libXt	lib
dvdauthor	libdvdread	linked
dvdauthor	libxcb	lib
dvdauthor	libxml2	linked
dvdauthor	libzip	lib
dvdauthor	ocl-icd	lib
dvdauthor	openssl	lib
dvdauthor	openssl-solibs	lib
dvdauthor	util-linux	lib
e2fsprogs	aaa_glibc-solibs	linked
e2fsprogs	file	hint:dlopen
e2fsprogs	fuse3	linked
e2fsprogs	libarchive	hint:dlopen
e2fsprogs	util-linux	linked
easytag	aaa_glibc-solibs	linked
easytag	aaa_libraries	linked
easytag	at-spi2-core	linked
easytag	brotli	lib
easytag	cairo	linked
easytag	dbus	lib
easytag	flac	linked
easytag	fontconfig	lib
easytag	freetype	lib
easytag	fribidi	lib
easytag	gdk-pixbuf2	linked
easytag	glib2	linked
easytag	graphite2	lib
easytag	gtk+3	linked
easytag	harfbuzz	linked
easytag	id3lib	linked
easytag	libX11	lib
easytag	libXau	lib
easytag	libXcomposite	lib
easytag	libXcursor	lib
easytag	libXdamage	lib
easytag	libXdmcp	lib
easytag	libXext	lib
easytag	libXfixes	lib
easytag	libXi	lib
easytag	libXinerama	lib
easytag	libXrandr	lib
easytag	libXrender	lib
easytag	libXres	lib
easytag	libepoxy	lib
easytag	libid3tag	linked
easytag	libogg	linked
easytag	libvorbis	linked
easytag	libxcb	lib
easytag	opus	linked
easytag	opusfile	linked
easytag	pango	linked
easytag	pixman	lib
easytag	speex	linked
easytag	taglib	linked
easytag	util-linux	lib
easytag	wavpack	linked
easytag	wayland	lib
ebook-tools	aaa_glibc-solibs	linked
ebook-tools	aaa_libraries	lib
ebook-tools	libxml2	linked
ebook-tools	libzip	linked
ebook-tools	openssl	lib
ebook-tools	openssl-solibs	lib
ebtables	aaa_glibc-solibs	linked
ed	aaa_glibc-solibs	linked
editorconfig-core-c	aaa_glibc-solibs	linked
editorconfig-core-c	aaa_libraries	linked
editres	aaa_glibc-solibs	linked
editres	libICE	lib
editres	libSM	lib
editres	libX11	linked
editres	libXau	lib
editres	libXaw	linked
editres	libXdmcp	lib
editres	libXext	lib
editres	libXmu	linked
editres	libXpm	lib
editres	libXt	linked
editres	libxcb	lib
editres	libxkbfile	linked
editres	util-linux	lib
efibootmgr	aaa_glibc-solibs	linked
efibootmgr	aaa_libraries	linked
efibootmgr	efivar	linked
efivar	aaa_glibc-solibs	linked
egl-wayland	aaa_glibc-solibs	linked
egl-wayland	aaa_libraries	lib
egl-wayland	libdrm	linked
egl-wayland	wayland	linked
electricsheep	aaa_glibc-solibs	linked
electricsheep	aaa_libraries	linked
electricsheep	libxml2	linked
elfutils	aaa_glibc-solibs	linked
elfutils	aaa_libraries	linked
elfutils	brotli	lib
elfutils	cyrus-sasl	lib
elfutils	e2fsprogs	lib
elfutils	libarchive	linked
elfutils	libxml2	lib
elfutils	lz4	lib
elfutils	nghttp2	lib
elfutils	nghttp3	lib
elfutils	ngtcp2	lib
elfutils	openssl	linked
elfutils	openssl-solibs	linked
elilo	aaa_glibc-solibs	linked
elisa	aaa_glibc-solibs	linked
elisa	aaa_libraries	linked
elisa	breeze-icons	lib
elisa	brotli	lib
elisa	cyrus-sasl	lib
elisa	dbus	lib
elisa	duktape	lib
elisa	e2fsprogs	lib
elisa	flac	lib
elisa	fontconfig	lib
elisa	freetype	lib
elisa	glib2	lib
elisa	graphite2	lib
elisa	harfbuzz	lib
elisa	icu4c	lib
elisa	karchive	lib
elisa	kbookmarks	linked
elisa	kcodecs	linked
elisa	kcolorscheme	linked
elisa	kcompletion	linked
elisa	kconfig	linked
elisa	kconfigwidgets	linked
elisa	kcoreaddons	linked
elisa	kcrash	linked
elisa	kdbusaddons	linked
elisa	kfilemetadata	linked
elisa	kglobalaccel	lib
elisa	kguiaddons	linked
elisa	ki18n	linked
elisa	kiconthemes	linked
elisa	kio	linked
elisa	kitemviews	linked
elisa	kjobwidgets	linked
elisa	knotifications	lib
elisa	kservice	linked
elisa	kwidgetsaddons	linked
elisa	kwindowsystem	lib
elisa	kxmlgui	linked
elisa	lame	lib
elisa	libX11	lib
elisa	libXau	lib
elisa	libXdmcp	lib
elisa	libXext	lib
elisa	libXfixes	lib
elisa	libasyncns	lib
elisa	libcanberra	lib
elisa	libglvnd	linked
elisa	libimobiledevice	lib
elisa	libimobiledevice-glue	lib
elisa	libogg	lib
elisa	libplist	lib
elisa	libproxy	lib
elisa	libsndfile	lib
elisa	liburing	lib
elisa	libusbmuxd	lib
elisa	libvorbis	lib
elisa	libxcb	lib
elisa	mpg123	lib
elisa	nghttp2	lib
elisa	nghttp3	lib
elisa	ngtcp2	lib
elisa	openssl	lib
elisa	openssl-solibs	lib
elisa	opus	lib
elisa	pcre2	lib
elisa	pulseaudio	lib
elisa	qt6	linked
elisa	solid	linked
elisa	util-linux	lib
elisa	wayland	lib
elisa	xcb-util-keysyms	lib
elm	aaa_glibc-solibs	linked
elm	aaa_libraries	linked
elm	ispell	hint:exec
elm	postfix	hint:exec
elogind	aaa_glibc-solibs	linked
elogind	aaa_libraries	linked
elogind	pam	linked
elogind	polkit	hint:exec
elogind	util-linux	linked
elvis	aaa_glibc-solibs	linked
elvis	aaa_libraries	linked
emacs	aaa_glibc-solibs	linked
emacs	aaa_libraries	linked
emacs	at-spi2-core	linked
emacs	brotli	lib
emacs	cairo	linked
emacs	dav1d	lib
emacs	dbus	linked
emacs	fontconfig	linked
emacs	freetype	linked
emacs	fribidi	lib
emacs	gdk-pixbuf2	linked
emacs	giflib	linked
emacs	glib2	linked
emacs	gnutls	linked
emacs	graphite2	lib
emacs	gtk+3	linked
emacs	harfbuzz	linked
emacs	icu4c	lib
emacs	lcms2	linked
emacs	libICE	linked
emacs	libSM	linked
emacs	libX11	linked
emacs	libXau	lib
emacs	libXcomposite	linked
emacs	libXcursor	lib
emacs	libXdamage	lib
emacs	libXdmcp	lib
emacs	libXext	linked
emacs	libXfixes	linked
emacs	libXi	linked
emacs	libXinerama	linked
emacs	libXpm	linked
emacs	libXrandr	linked
emacs	libXrender	linked
emacs	libXres	lib
emacs	libdeflate	lib
emacs	libepoxy	lib
emacs	libgccjit	linked
emacs	librsvg	linked
emacs	libwebp	linked
emacs	libxcb	linked
emacs	libxml2	linked
emacs	nettle	lib
emacs	p11-kit	lib
emacs	pango	linked
emacs	pixman	lib
emacs	sqlite	linked
emacs	tree-sitter	linked
emacs	util-linux	lib
emacs	wayland	lib
enchant	aaa_glibc-solibs	linked
enchant	aaa_libraries	linked
enchant	aspell	linked
enchant	glib2	linked
enchant	hunspell	linked
enchant	util-linux	lib
enscript	aaa_glibc-solibs	linked
enscript	flex	linked
epic5	aaa_glibc-solibs	linked
epic5	aaa_libraries	linked
epic5	libarchive	linked
epic5	libxml2	lib
epic5	lz4	lib
epic5	openssl	linked
epic5	openssl-solibs	linked
epic5	python3	linked
epic5	ruby	linked
esound	aaa_glibc-solibs	linked
esound	aaa_libraries	linked
esound	audiofile	linked
esound	flac	lib
esound	libogg	lib
espeak-ng	aaa_glibc-solibs	linked
espeak-ng	aaa_libraries	linked
espeak-ng	dbus	lib
espeak-ng	e2fsprogs	lib
espeak-ng	flac	lib
espeak-ng	lame	lib
espeak-ng	libXau	lib
espeak-ng	libXdmcp	lib
espeak-ng	libasyncns	lib
espeak-ng	libogg	lib
espeak-ng	libsndfile	lib
espeak-ng	libvorbis	lib
espeak-ng	libxcb	lib
espeak-ng	mpg123	lib
espeak-ng	opus	lib
espeak-ng	pcaudiolib	linked
espeak-ng	pulseaudio	lib
ethtool	aaa_glibc-solibs	linked
ethtool	libmnl	linked
eudev	aaa_glibc-solibs	linked
eudev	aaa_libraries	lib
eudev	kmod	linked
eudev	openssl	lib
eudev	openssl-solibs	lib
eudev	util-linux	linked
eventviews	aaa_glibc-solibs	linked
eventviews	aaa_libraries	linked
eventviews	akonadi	linked
eventviews	akonadi-calendar	linked
eventviews	akonadi-contacts	lib
eventviews	akonadi-mime	lib
eventviews	akonadi-search	lib
eventviews	aom	lib
eventviews	attica	lib
eventviews	breeze-icons	lib
eventviews	brotli	lib
eventviews	cairo	lib
eventviews	calendarsupport	linked
eventviews	cyrus-sasl	lib
eventviews	dav1d	lib
eventviews	db48	lib
eventviews	dbus	lib
eventviews	duktape	lib
eventviews	e2fsprogs	lib
eventviews	ffmpeg	lib
eventviews	flac	lib
eventviews	fontconfig	lib
eventviews	freetype	lib
eventviews	fribidi	lib
eventviews	gdk-pixbuf2	lib
eventviews	glib2	lib
eventviews	gnutls	lib
eventviews	gpgme	lib
eventviews	gpgmepp	lib
eventviews	grantleetheme	lib
eventviews	graphite2	lib
eventviews	harfbuzz	lib
eventviews	icu4c	lib
eventviews	jansson	lib
eventviews	karchive	lib
eventviews	kbookmarks	lib
eventviews	kcalendarcore	linked
eventviews	kcalutils	linked
eventviews	kcmutils	lib
eventviews	kcodecs	linked
eventviews	kcolorscheme	linked
eventviews	kcompletion	linked
eventviews	kconfig	linked
eventviews	kconfigwidgets	linked
eventviews	kcontacts	linked
eventviews	kcoreaddons	linked
eventviews	kcrash	lib
eventviews	kdiagram	linked
eventviews	kglobalaccel	lib
eventviews	kguiaddons	linked
eventviews	kholidays	linked
eventviews	ki18n	linked
eventviews	kiconthemes	linked
eventviews	kidentitymanagement	linked
eventviews	kimap	lib
eventviews	kio	lib
eventviews	kitemmodels	linked
eventviews	kitemviews	lib
eventviews	kjobwidgets	lib
eventviews	kldap	lib
eventviews	kmailtransport	lib
eventviews	kmbox	lib
eventviews	kmime	linked
eventviews	knewstuff	lib
eventviews	knotifications	lib
eventviews	kpackage	lib
eventviews	kpimtextedit	lib
eventviews	kservice	linked
eventviews	ktextaddons	lib
eventviews	ktexttemplate	lib
eventviews	ktextwidgets	lib
eventviews	kwidgetsaddons	linked
eventviews	kwindowsystem	lib
eventviews	kxmlgui	lib
eventviews	lame	lib
eventviews	lcms2	lib
eventviews	libX11	lib
eventviews	libXau	lib
eventviews	libXcomposite	lib
eventviews	libXdamage	lib
eventviews	libXdmcp	lib
eventviews	libXext	lib
eventviews	libXfixes	lib
eventviews	libXi	lib
eventviews	libXrandr	lib
eventviews	libXrender	lib
eventviews	libXtst	lib
eventviews	libassuan	lib
eventviews	libasyncns	lib
eventviews	libbluray	lib
eventviews	libcanberra	lib
eventviews	libdeflate	lib
eventviews	libdmtx	lib
eventviews	libdrm	lib
eventviews	libgcrypt	lib
eventviews	libglvnd	linked
eventviews	libgravatar	lib
eventviews	libical	lib
eventviews	libimobiledevice	lib
eventviews	libimobiledevice-glue	lib
eventviews	libkdepim	linked
eventviews	libkleo	lib
eventviews	libogg	lib
eventviews	libplist	lib
eventviews	libproxy	lib
eventviews	librsvg	lib
eventviews	libsecret	lib
eventviews	libsndfile	lib
eventviews	libssh	lib
eventviews	libtheora	lib
eventviews	liburing	lib
eventviews	libusbmuxd	lib
eventviews	libva	lib
eventviews	libvdpau	lib
eventviews	libvorbis	lib
eventviews	libvpx	lib
eventviews	libwebp	lib
eventviews	libxcb	lib
eventviews	libxkbfile	lib
eventviews	libxml2	lib
eventviews	libxslt	lib
eventviews	mesa	lib
eventviews	messagelib	lib
eventviews	mozilla-nss	lib
eventviews	mpg123	lib
eventviews	nettle	lib
eventviews	nghttp2	lib
eventviews	nghttp3	lib
eventviews	ngtcp2	lib
eventviews	ocl-icd	lib
eventviews	openjpeg	lib
eventviews	openssl	lib
eventviews	openssl-solibs	lib
eventviews	opus	lib
eventviews	p11-kit	lib
eventviews	pango	lib
eventviews	pcre2	lib
eventviews	pimcommon	lib
eventviews	pixman	lib
eventviews	prison	lib
eventviews	pulseaudio	lib
eventviews	purpose	lib
eventviews	qgpgme	lib
eventviews	qrencode	lib
eventviews	qt6	linked
eventviews	qtkeychain	lib
eventviews	samba	lib
eventviews	solid	lib
eventviews	sonnet	lib
eventviews	speex	lib
eventviews	syndication	lib
eventviews	syntax-highlighting	lib
eventviews	talloc	lib
eventviews	tevent	lib
eventviews	util-linux	lib
eventviews	wayland	lib
eventviews	xapian-core	lib
eventviews	xcb-util-keysyms	lib
eventviews	zint	lib
eventviews	zxing-cpp	lib
exfatprogs	aaa_glibc-solibs	linked
exfatprogs	util-linux	linked
exiv2	aaa_glibc-solibs	linked
exiv2	aaa_libraries	linked
exiv2	brotli	linked
exiv2	cyrus-sasl	lib
exiv2	e2fsprogs	lib
exiv2	inih	linked
exiv2	nghttp2	lib
exiv2	nghttp3	lib
exiv2	ngtcp2	lib
exiv2	openssl	lib
exiv2	openssl-solibs	lib
exo	aaa_glibc-solibs	linked
exo	aaa_libraries	linked
exo	at-spi2-core	linked
exo	brotli	lib
exo	cairo	linked
exo	dbus	lib
exo	fontconfig	lib
exo	freetype	lib
exo	fribidi	lib
exo	gdk-pixbuf2	linked
exo	glib2	linked
exo	graphite2	lib
exo	gtk+3	linked
exo	harfbuzz	linked
exo	libICE	lib
exo	libSM	lib
exo	libX11	lib
exo	libXau	lib
exo	libXcomposite	lib
exo	libXcursor	lib
exo	libXdamage	lib
exo	libXdmcp	lib
exo	libXext	lib
exo	libXfixes	lib
exo	libXi	lib
exo	libXinerama	lib
exo	libXrandr	lib
exo	libXrender	lib
exo	libXres	lib
exo	libepoxy	lib
exo	libxcb	lib
exo	libxfce4ui	linked
exo	libxfce4util	linked
exo	pango	linked
exo	pixman	lib
exo	startup-notification	lib
exo	util-linux	lib
exo	wayland	lib
exo	xcb-util	lib
exo	xfconf	lib
expat	aaa_glibc-solibs	linked
expat	aaa_libraries	linked
expect	aaa_glibc-solibs	linked
f2fs-tools	aaa_glibc-solibs	linked
f2fs-tools	lz4	linked
f2fs-tools	lzo	linked
f2fs-tools	util-linux	linked
falkon	aaa_glibc-solibs	linked
falkon	aaa_libraries	linked
falkon	aom	lib
falkon	breeze-icons	lib
falkon	brotli	lib
falkon	cairo	lib
falkon	cyrus-sasl	lib
falkon	dav1d	lib
falkon	dbus	lib
falkon	duktape	lib
falkon	e2fsprogs	lib
falkon	ffmpeg	lib
falkon	fontconfig	lib
falkon	freetype	lib
falkon	fribidi	lib
falkon	gdk-pixbuf2	lib
falkon	glib2	lib
falkon	gnutls	lib
falkon	graphite2	lib
falkon	harfbuzz	lib
falkon	icu4c	lib
falkon	jansson	lib
falkon	karchive	linked
falkon	kcodecs	lib
falkon	kcolorscheme	lib
falkon	kcompletion	linked
falkon	kconfig	linked
falkon	kcoreaddons	linked
falkon	kcrash	linked
falkon	kguiaddons	lib
falkon	ki18n	lib
falkon	kiconthemes	lib
falkon	kio	linked
falkon	kjobwidgets	linked
falkon	knotifications	lib
falkon	kservice	linked
falkon	kwallet	linked
falkon	kwidgetsaddons	linked
falkon	kwindowsystem	lib
falkon	lame	lib
falkon	lcms2	lib
falkon	libX11	lib
falkon	libXau	lib
falkon	libXcomposite	lib
falkon	libXdamage	lib
falkon	libXdmcp	lib
falkon	libXext	lib
falkon	libXfixes	lib
falkon	libXi	lib
falkon	libXrandr	lib
falkon	libXrender	lib
falkon	libXtst	lib
falkon	libbluray	lib
falkon	libcanberra	lib
falkon	libdeflate	lib
falkon	libdrm	lib
falkon	libgcrypt	lib
falkon	libglvnd	linked
falkon	libgnome-keyring	linked
falkon	libimobiledevice	lib
falkon	libimobiledevice-glue	lib
falkon	libogg	lib
falkon	libplist	lib
falkon	libproxy	lib
falkon	librsvg	lib
falkon	libssh	lib
falkon	libtheora	lib
falkon	liburing	lib
falkon	libusbmuxd	lib
falkon	libva	lib
falkon	libvdpau	lib
falkon	libvorbis	lib
falkon	libvpx	lib
falkon	libwebp	lib
falkon	libxcb	linked
falkon	libxkbfile	lib
falkon	libxml2	lib
falkon	libxslt	lib
falkon	mesa	lib
falkon	mozilla-nss	lib
falkon	nettle	lib
falkon	nghttp2	lib
falkon	nghttp3	lib
falkon	ngtcp2	lib
falkon	ocl-icd	lib
falkon	openjpeg	lib
falkon	openssl	linked
falkon	openssl-solibs	linked
falkon	opus	lib
falkon	p11-kit	lib
falkon	pango	lib
falkon	pcre2	lib
falkon	pixman	lib
falkon	purpose	linked
falkon	qt6	linked
falkon	samba	lib
falkon	solid	lib
falkon	speex	lib
falkon	talloc	lib
falkon	tevent	lib
falkon	util-linux	lib
falkon	wayland	lib
falkon	xcb-util-keysyms	lib
farstream	aaa_glibc-solibs	linked
farstream	aaa_libraries	linked
farstream	elfutils	lib
farstream	glib2	linked
farstream	gnutls	lib
farstream	gst-plugins-base	linked
farstream	gstreamer	linked
farstream	libnice	linked
farstream	nettle	lib
farstream	p11-kit	lib
farstream	util-linux	lib
fcitx5-anthy	aaa_glibc-solibs	linked
fcitx5-anthy	aaa_libraries	linked
fcitx5-anthy	anthy-unicode	linked
fcitx5-anthy	dbus	lib
fcitx5-anthy	fcitx5	linked
fcitx5-anthy	libuv	lib
fcitx5-anthy	util-linux	lib
fcitx5-chinese-addons	OpenCC	linked
fcitx5-chinese-addons	aaa_glibc-solibs	linked
fcitx5-chinese-addons	aaa_libraries	linked
fcitx5-chinese-addons	aom	lib
fcitx5-chinese-addons	brotli	lib
fcitx5-chinese-addons	cairo	lib
fcitx5-chinese-addons	cyrus-sasl	lib
fcitx5-chinese-addons	dav1d	lib
fcitx5-chinese-addons	dbus	lib
fcitx5-chinese-addons	duktape	lib
fcitx5-chinese-addons	e2fsprogs	lib
fcitx5-chinese-addons	fcitx5	linked
fcitx5-chinese-addons	fcitx5-qt	linked
fcitx5-chinese-addons	ffmpeg	lib
fcitx5-chinese-addons	fontconfig	lib
fcitx5-chinese-addons	freetype	lib
fcitx5-chinese-addons	fribidi	lib
fcitx5-chinese-addons	gdk-pixbuf2	lib
fcitx5-chinese-addons	glib2	lib
fcitx5-chinese-addons	gnutls	lib
fcitx5-chinese-addons	graphite2	lib
fcitx5-chinese-addons	harfbuzz	lib
fcitx5-chinese-addons	icu4c	lib
fcitx5-chinese-addons	jansson	lib
fcitx5-chinese-addons	lame	lib
fcitx5-chinese-addons	lcms2	lib
fcitx5-chinese-addons	libX11	lib
fcitx5-chinese-addons	libXau	lib
fcitx5-chinese-addons	libXcomposite	lib
fcitx5-chinese-addons	libXdamage	lib
fcitx5-chinese-addons	libXdmcp	lib
fcitx5-chinese-addons	libXext	lib
fcitx5-chinese-addons	libXfixes	lib
fcitx5-chinese-addons	libXi	lib
fcitx5-chinese-addons	libXrandr	lib
fcitx5-chinese-addons	libXrender	lib
fcitx5-chinese-addons	libXtst	lib
fcitx5-chinese-addons	libbluray	lib
fcitx5-chinese-addons	libdeflate	lib
fcitx5-chinese-addons	libdrm	lib
fcitx5-chinese-addons	libgcrypt	lib
fcitx5-chinese-addons	libglvnd	lib
fcitx5-chinese-addons	libime	linked
fcitx5-chinese-addons	libogg	lib
fcitx5-chinese-addons	libproxy	lib
fcitx5-chinese-addons	librsvg	lib
fcitx5-chinese-addons	libssh	lib
fcitx5-chinese-addons	libtheora	lib
fcitx5-chinese-addons	liburing	lib
fcitx5-chinese-addons	libuv	lib
fcitx5-chinese-addons	libva	lib
fcitx5-chinese-addons	libvdpau	lib
fcitx5-chinese-addons	libvorbis	lib
fcitx5-chinese-addons	libvpx	lib
fcitx5-chinese-addons	libwebp	lib
fcitx5-chinese-addons	libxcb	lib
fcitx5-chinese-addons	libxkbfile	lib
fcitx5-chinese-addons	libxml2	lib
fcitx5-chinese-addons	libxslt	lib
fcitx5-chinese-addons	marisa	lib
fcitx5-chinese-addons	mesa	lib
fcitx5-chinese-addons	mozilla-nss	lib
fcitx5-chinese-addons	nettle	lib
fcitx5-chinese-addons	nghttp2	lib
fcitx5-chinese-addons	nghttp3	lib
fcitx5-chinese-addons	ngtcp2	lib
fcitx5-chinese-addons	ocl-icd	lib
fcitx5-chinese-addons	openjpeg	lib
fcitx5-chinese-addons	openssl	lib
fcitx5-chinese-addons	openssl-solibs	lib
fcitx5-chinese-addons	opus	lib
fcitx5-chinese-addons	p11-kit	lib
fcitx5-chinese-addons	pango	lib
fcitx5-chinese-addons	pcre2	lib
fcitx5-chinese-addons	pixman	lib
fcitx5-chinese-addons	qt6	linked
fcitx5-chinese-addons	samba	lib
fcitx5-chinese-addons	speex	lib
fcitx5-chinese-addons	talloc	lib
fcitx5-chinese-addons	tevent	lib
fcitx5-chinese-addons	util-linux	lib
fcitx5-configtool	aaa_glibc-solibs	linked
fcitx5-configtool	aaa_libraries	linked
fcitx5-configtool	breeze-icons	lib
fcitx5-configtool	brotli	lib
fcitx5-configtool	cyrus-sasl	lib
fcitx5-configtool	dbus	lib
fcitx5-configtool	duktape	lib
fcitx5-configtool	e2fsprogs	lib
fcitx5-configtool	fcitx5	linked
fcitx5-configtool	fcitx5-qt	linked
fcitx5-configtool	fontconfig	lib
fcitx5-configtool	freetype	lib
fcitx5-configtool	glib2	lib
fcitx5-configtool	graphite2	lib
fcitx5-configtool	harfbuzz	lib
fcitx5-configtool	icu4c	lib
fcitx5-configtool	karchive	lib
fcitx5-configtool	kcmutils	linked
fcitx5-configtool	kcolorscheme	lib
fcitx5-configtool	kconfig	linked
fcitx5-configtool	kcoreaddons	linked
fcitx5-configtool	kdbusaddons	linked
fcitx5-configtool	kglobalaccel	lib
fcitx5-configtool	kguiaddons	lib
fcitx5-configtool	ki18n	linked
fcitx5-configtool	kiconthemes	linked
fcitx5-configtool	kirigami	linked
fcitx5-configtool	kitemviews	linked
fcitx5-configtool	knotifications	lib
fcitx5-configtool	kpackage	lib
fcitx5-configtool	ksvg	linked
fcitx5-configtool	kwidgetsaddons	linked
fcitx5-configtool	kwindowsystem	linked
fcitx5-configtool	libX11	linked
fcitx5-configtool	libXau	lib
fcitx5-configtool	libXdmcp	lib
fcitx5-configtool	libXext	lib
fcitx5-configtool	libXfixes	lib
fcitx5-configtool	libcanberra	lib
fcitx5-configtool	libglvnd	linked
fcitx5-configtool	libogg	lib
fcitx5-configtool	libplasma	linked
fcitx5-configtool	libproxy	lib
fcitx5-configtool	liburing	lib
fcitx5-configtool	libuv	lib
fcitx5-configtool	libvorbis	lib
fcitx5-configtool	libxcb	lib
fcitx5-configtool	libxkbfile	linked
fcitx5-configtool	nghttp2	lib
fcitx5-configtool	nghttp3	lib
fcitx5-configtool	ngtcp2	lib
fcitx5-configtool	openssl	lib
fcitx5-configtool	openssl-solibs	lib
fcitx5-configtool	pcre2	lib
fcitx5-configtool	plasma-activities	lib
fcitx5-configtool	qt6	linked
fcitx5-configtool	util-linux	lib
fcitx5-configtool	wayland	lib
fcitx5-configtool	xcb-util-keysyms	lib
fcitx5-gtk	aaa_glibc-solibs	linked
fcitx5-gtk	aaa_libraries	linked
fcitx5-gtk	at-spi2-core	linked
fcitx5-gtk	avahi	lib
fcitx5-gtk	brotli	lib
fcitx5-gtk	cairo	linked
fcitx5-gtk	colord	lib
fcitx5-gtk	dbus	lib
fcitx5-gtk	elfutils	lib
fcitx5-gtk	fontconfig	linked
fcitx5-gtk	freetype	linked
fcitx5-gtk	fribidi	lib
fcitx5-gtk	gdk-pixbuf2	linked
fcitx5-gtk	glib2	linked
fcitx5-gtk	graphene	linked
fcitx5-gtk	graphite2	lib
fcitx5-gtk	gst-plugins-bad-free	lib
fcitx5-gtk	gst-plugins-base	lib
fcitx5-gtk	gstreamer	lib
fcitx5-gtk	gtk+2	linked
fcitx5-gtk	gtk+3	linked
fcitx5-gtk	gtk4	linked
fcitx5-gtk	harfbuzz	linked
fcitx5-gtk	lcms2	lib
fcitx5-gtk	libX11	linked
fcitx5-gtk	libXau	lib
fcitx5-gtk	libXcomposite	lib
fcitx5-gtk	libXcursor	lib
fcitx5-gtk	libXdamage	lib
fcitx5-gtk	libXdmcp	lib
fcitx5-gtk	libXext	lib
fcitx5-gtk	libXfixes	lib
fcitx5-gtk	libXi	lib
fcitx5-gtk	libXinerama	lib
fcitx5-gtk	libXrandr	lib
fcitx5-gtk	libXrender	lib
fcitx5-gtk	libXres	lib
fcitx5-gtk	libdeflate	lib
fcitx5-gtk	libdrm	lib
fcitx5-gtk	libepoxy	lib
fcitx5-gtk	libglvnd	lib
fcitx5-gtk	libgudev	lib
fcitx5-gtk	libwebp	lib
fcitx5-gtk	libxcb	lib
fcitx5-gtk	lzo	lib
fcitx5-gtk	mesa	lib
fcitx5-gtk	openssl	lib
fcitx5-gtk	openssl-solibs	lib
fcitx5-gtk	orc	lib
fcitx5-gtk	pango	linked
fcitx5-gtk	pixman	lib
fcitx5-gtk	util-linux	lib
fcitx5-gtk	vulkan-sdk	linked
fcitx5-gtk	wayland	lib
fcitx5-hangul	aaa_glibc-solibs	linked
fcitx5-hangul	aaa_libraries	linked
fcitx5-hangul	dbus	lib
fcitx5-hangul	fcitx5	linked
fcitx5-hangul	libhangul	linked
fcitx5-hangul	libuv	lib
fcitx5-hangul	util-linux	lib
fcitx5-kkc	aaa_glibc-solibs	linked
fcitx5-kkc	aaa_libraries	linked
fcitx5-kkc	brotli	lib
fcitx5-kkc	dbus	lib
fcitx5-kkc	fcitx5	linked
fcitx5-kkc	fcitx5-qt	linked
