from_pkg	soname	to_pkg
powerdevil	libKF6KIOGui.so.6	kio
powerdevil	libKF6KIOWidgets.so.6	kio
powerdevil	libKF6Notifications.so.6	knotifications
powerdevil	libKF6Package.so.6	kpackage
powerdevil	libKF6Runner.so.6	krunner
powerdevil	libKF6Screen.so.8	libkscreen
powerdevil	libKF6ScreenDpms.so.8	libkscreen
powerdevil	libKF6Service.so.6	kservice
powerdevil	libKF6Solid.so.6	solid
powerdevil	libKF6WidgetsAddons.so.6	kwidgetsaddons
powerdevil	libKF6XmlGui.so.6	kxmlgui
powerdevil	libKirigami.so.6	kirigami
powerdevil	libKirigamiPlatform.so.6	kirigami
powerdevil	libOpenGL.so.0	libglvnd
powerdevil	libPlasma.so.7	libplasma
powerdevil	libPlasmaActivities.so.7	plasma-activities
powerdevil	libQCoro6Core.so.0	qcoro
powerdevil	libQCoro6DBus.so.0	qcoro
powerdevil	libQt6Core.so.6	qt6
powerdevil	libQt6DBus.so.6	qt6
powerdevil	libQt6Gui.so.6	qt6
powerdevil	libQt6Network.so.6	qt6
powerdevil	libQt6OpenGL.so.6	qt6
powerdevil	libQt6Qml.so.6	qt6
powerdevil	libQt6Quick.so.6	qt6
powerdevil	libQt6WaylandClient.so.6	qt6
powerdevil	libQt6Widgets.so.6	qt6
powerdevil	libQt6Xml.so.6	qt6
powerdevil	libc.so.6	aaa_glibc-solibs
powerdevil	libc.so.6	glibc
powerdevil	libddcutil.so.5	ddcutil
powerdevil	libgcc_s.so.1	aaa_libraries
powerdevil	libgcc_s.so.1	gcc
powerdevil	libkworkspace6.so.6	plasma-workspace
powerdevil	libm.so.6	aaa_glibc-solibs
powerdevil	libm.so.6	glibc
powerdevil	libstdc++.so.6	aaa_libraries
powerdevil	libstdc++.so.6	gcc-g++
powerdevil	libudev.so.1	aaa_libraries
powerdevil	libudev.so.1	eudev
powerdevil	libwayland-client.so.0	wayland
powerdevil	libwayland-cursor.so.0	wayland
powerdevil	libxcb-dpms.so.0	libxcb
powerdevil	libxcb.so.1	libxcb
powerdevil	libxkbcommon.so.0	aaa_libraries
powerdevil	libxkbcommon.so.0	libxkbcommon
powertop	libc.so.6	aaa_glibc-solibs
powertop	libc.so.6	glibc
powertop	libgcc_s.so.1	aaa_libraries
powertop	libgcc_s.so.1	gcc
powertop	libm.so.6	aaa_glibc-solibs
powertop	libm.so.6	glibc
powertop	libncursesw.so.6	aaa_libraries
powertop	libncursesw.so.6	ncurses
powertop	libnl-3.so.200	libnl3
powertop	libnl-genl-3.so.200	libnl3
powertop	libpci.so.3	pciutils
powertop	libresolv.so.2	aaa_glibc-solibs
powertop	libresolv.so.2	glibc
powertop	libstdc++.so.6	aaa_libraries
powertop	libstdc++.so.6	gcc-g++
powertop	libtinfo.so.6	aaa_libraries
powertop	libtinfo.so.6	ncurses
powertop	libz.so.1	aaa_libraries
powertop	libz.so.1	zlib
poxml	libQt6Core.so.6	qt6
poxml	libQt6Xml.so.6	qt6
poxml	libc.so.6	aaa_glibc-solibs
poxml	libc.so.6	glibc
poxml	libgcc_s.so.1	aaa_libraries
poxml	libgcc_s.so.1	gcc
poxml	libgettextpo.so.0	gettext-tools
poxml	libm.so.6	aaa_glibc-solibs
poxml	libm.so.6	glibc
poxml	libstdc++.so.6	aaa_libraries
poxml	libstdc++.so.6	gcc-g++
ppp	libc.so.6	aaa_glibc-solibs
ppp	libc.so.6	glibc
ppp	libcrypt.so.2	aaa_glibc-solibs
ppp	libcrypt.so.2	glibc
ppp	libcrypto.so.3	openssl
ppp	libcrypto.so.3	openssl-solibs
ppp	libnsl.so.3	aaa_libraries
ppp	libnsl.so.3	libnsl
ppp	libpam.so.0	pam
ppp	libpcap.so.1	libpcap
ppp	libresolv.so.2	aaa_glibc-solibs
ppp	libresolv.so.2	glibc
ppp	libssl.so.3	openssl
ppp	libssl.so.3	openssl-solibs
print-manager	libGLX.so.0	libglvnd
print-manager	libKF6ColorScheme.so.6	kcolorscheme
print-manager	libKF6Completion.so.6	kcompletion
print-manager	libKF6ConfigCore.so.6	kconfig
print-manager	libKF6ConfigGui.so.6	kconfig
print-manager	libKF6ConfigWidgets.so.6	kconfigwidgets
print-manager	libKF6CoreAddons.so.6	kcoreaddons
print-manager	libKF6DBusAddons.so.6	kdbusaddons
print-manager	libKF6I18n.so.6	ki18n
print-manager	libKF6I18nQml.so.6	ki18n
print-manager	libKF6JobWidgets.so.6	kjobwidgets
print-manager	libKF6KCMUtilsCore.so.6	kcmutils
print-manager	libKF6KCMUtilsQuick.so.6	kcmutils
print-manager	libKF6KIOCore.so.6	kio
print-manager	libKF6KIOGui.so.6	kio
print-manager	libKF6KIOWidgets.so.6	kio
print-manager	libKF6Notifications.so.6	knotifications
print-manager	libKF6Service.so.6	kservice
print-manager	libKF6WidgetsAddons.so.6	kwidgetsaddons
print-manager	libKF6WindowSystem.so.6	kwindowsystem
print-manager	libKirigamiApp.so.6	kirigami-addons
print-manager	libKirigamiPlatform.so.6	kirigami
print-manager	libOpenGL.so.0	libglvnd
print-manager	libPlasma.so.7	libplasma
print-manager	libQt6Core.so.6	qt6
print-manager	libQt6DBus.so.6	qt6
print-manager	libQt6Gui.so.6	qt6
print-manager	libQt6Network.so.6	qt6
print-manager	libQt6OpenGL.so.6	qt6
print-manager	libQt6Qml.so.6	qt6
print-manager	libQt6Quick.so.6	qt6
print-manager	libQt6Widgets.so.6	qt6
print-manager	libX11.so.6	libX11
print-manager	libc.so.6	aaa_glibc-solibs
print-manager	libc.so.6	glibc
print-manager	libcups.so.2	aaa_libraries
print-manager	libcups.so.2	cups
print-manager	libgcc_s.so.1	aaa_libraries
print-manager	libgcc_s.so.1	gcc
print-manager	libm.so.6	aaa_glibc-solibs
print-manager	libm.so.6	glibc
print-manager	libstdc++.so.6	aaa_libraries
print-manager	libstdc++.so.6	gcc-g++
prison	libGLX.so.0	libglvnd
prison	libOpenGL.so.0	libglvnd
prison	libQt6Core.so.6	qt6
prison	libQt6Gui.so.6	qt6
prison	libQt6Multimedia.so.6	qt6
prison	libQt6Network.so.6	qt6
prison	libQt6OpenGL.so.6	qt6
prison	libQt6Qml.so.6	qt6
prison	libQt6Quick.so.6	qt6
prison	libZXing.so.4	zxing-cpp
prison	libc.so.6	aaa_glibc-solibs
prison	libc.so.6	glibc
prison	libdmtx.so.0	libdmtx
prison	libgcc_s.so.1	aaa_libraries
prison	libgcc_s.so.1	gcc
prison	libm.so.6	aaa_glibc-solibs
prison	libm.so.6	glibc
prison	libqrencode.so.4	qrencode
prison	libstdc++.so.6	aaa_libraries
prison	libstdc++.so.6	gcc-g++
prison5	libQt5Core.so.5	qt5
prison5	libQt5Gui.so.5	qt5
prison5	libQt5Network.so.5	qt5
prison5	libQt5Qml.so.5	qt5
prison5	libQt5QmlModels.so.5	qt5
prison5	libQt5Quick.so.5	qt5
prison5	libc.so.6	aaa_glibc-solibs
prison5	libc.so.6	glibc
prison5	libdmtx.so.0	libdmtx
prison5	libgcc_s.so.1	aaa_libraries
prison5	libgcc_s.so.1	gcc
prison5	libm.so.6	aaa_glibc-solibs
prison5	libm.so.6	glibc
prison5	libqrencode.so.4	qrencode
prison5	libstdc++.so.6	aaa_libraries
prison5	libstdc++.so.6	gcc-g++
procmail	libc.so.6	aaa_glibc-solibs
procmail	libc.so.6	glibc
procmail	libm.so.6	aaa_glibc-solibs
procmail	libm.so.6	glibc
procmail	libnsl.so.3	aaa_libraries
procmail	libnsl.so.3	libnsl
procps-ng	ld-linux-x86-64.so.2	aaa_glibc-solibs
procps-ng	ld-linux-x86-64.so.2	glibc
procps-ng	libc.so.6	aaa_glibc-solibs
procps-ng	libc.so.6	glibc
procps-ng	libelogind.so.0	elogind
procps-ng	libgcc_s.so.1	aaa_libraries
procps-ng	libgcc_s.so.1	gcc
procps-ng	libm.so.6	aaa_glibc-solibs
procps-ng	libm.so.6	glibc
procps-ng	libncursesw.so.6	aaa_libraries
procps-ng	libncursesw.so.6	ncurses
procps-ng	libstdc++.so.6	aaa_libraries
procps-ng	libstdc++.so.6	gcc-g++
procps-ng	libtinfo.so.6	aaa_libraries
procps-ng	libtinfo.so.6	ncurses
proftpd	libattr.so.1	aaa_libraries
proftpd	libattr.so.1	attr
proftpd	libc.so.6	aaa_glibc-solibs
proftpd	libc.so.6	glibc
proftpd	libcap.so.2	aaa_libraries
proftpd	libcap.so.2	libcap
proftpd	libcrypt.so.2	aaa_glibc-solibs
proftpd	libcrypt.so.2	glibc
proftpd	libcrypto.so.3	openssl
proftpd	libcrypto.so.3	openssl-solibs
proftpd	libidn.so.12	aaa_libraries
proftpd	libidn.so.12	libidn
proftpd	libidn2.so.0	aaa_libraries
proftpd	libidn2.so.0	libidn2
proftpd	liblber.so.2	aaa_libraries
proftpd	liblber.so.2	openldap
proftpd	libldap.so.2	aaa_libraries
proftpd	libldap.so.2	openldap
proftpd	libncursesw.so.6	aaa_libraries
proftpd	libncursesw.so.6	ncurses
proftpd	libpam.so.0	pam
proftpd	libsodium.so.26	libsodium
proftpd	libssl.so.3	openssl
proftpd	libssl.so.3	openssl-solibs
proftpd	libtinfo.so.6	aaa_libraries
proftpd	libtinfo.so.6	ncurses
proftpd	libz.so.1	aaa_libraries
proftpd	libz.so.1	zlib
protobuf	ld-linux-x86-64.so.2	aaa_glibc-solibs
protobuf	ld-linux-x86-64.so.2	glibc
protobuf	libabsl_base.so.2605.0.0	abseil-cpp
protobuf	libabsl_city.so.2605.0.0	abseil-cpp
protobuf	libabsl_civil_time.so.2605.0.0	abseil-cpp
protobuf	libabsl_cord.so.2605.0.0	abseil-cpp
protobuf	libabsl_cord_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_cordz_functions.so.2605.0.0	abseil-cpp
protobuf	libabsl_cordz_handle.so.2605.0.0	abseil-cpp
protobuf	libabsl_cordz_info.so.2605.0.0	abseil-cpp
protobuf	libabsl_crc32c.so.2605.0.0	abseil-cpp
protobuf	libabsl_crc_cord_state.so.2605.0.0	abseil-cpp
protobuf	libabsl_crc_cpu_detect.so.2605.0.0	abseil-cpp
protobuf	libabsl_crc_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_debugging_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_decode_rust_punycode.so.2605.0.0	abseil-cpp
protobuf	libabsl_demangle_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_demangle_rust.so.2605.0.0	abseil-cpp
protobuf	libabsl_die_if_null.so.2605.0.0	abseil-cpp
protobuf	libabsl_examine_stack.so.2605.0.0	abseil-cpp
protobuf	libabsl_exponential_biased.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_commandlineflag.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_commandlineflag_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_config.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_marshalling.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_private_handle_accessor.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_program_name.so.2605.0.0	abseil-cpp
protobuf	libabsl_flags_reflection.so.2605.0.0	abseil-cpp
protobuf	libabsl_graphcycles_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_hash.so.2605.0.0	abseil-cpp
protobuf	libabsl_hashtablez_sampler.so.2605.0.0	abseil-cpp
protobuf	libabsl_int128.so.2605.0.0	abseil-cpp
protobuf	libabsl_kernel_timeout_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_leak_check.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_entry.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_globals.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_initialize.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_check_op.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_conditions.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_fnmatch.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_format.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_globals.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_log_sink_set.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_message.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_nullguard.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_proto.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_internal_structured_proto.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_severity.so.2605.0.0	abseil-cpp
protobuf	libabsl_log_sink.so.2605.0.0	abseil-cpp
protobuf	libabsl_malloc_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_distributions.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_entropy_pool.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_platform.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_randen.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_randen_hwaes.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_randen_hwaes_impl.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_randen_slow.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_internal_seed_material.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_seed_gen_exception.so.2605.0.0	abseil-cpp
protobuf	libabsl_random_seed_sequences.so.2605.0.0	abseil-cpp
protobuf	libabsl_raw_hash_set.so.2605.0.0	abseil-cpp
protobuf	libabsl_raw_logging_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_source_location.so.2605.0.0	abseil-cpp
protobuf	libabsl_spinlock_wait.so.2605.0.0	abseil-cpp
protobuf	libabsl_stacktrace.so.2605.0.0	abseil-cpp
protobuf	libabsl_status.so.2605.0.0	abseil-cpp
protobuf	libabsl_statusor.so.2605.0.0	abseil-cpp
protobuf	libabsl_str_format_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_strerror.so.2605.0.0	abseil-cpp
protobuf	libabsl_strings.so.2605.0.0	abseil-cpp
protobuf	libabsl_strings_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_symbolize.so.2605.0.0	abseil-cpp
protobuf	libabsl_synchronization.so.2605.0.0	abseil-cpp
protobuf	libabsl_throw_delegate.so.2605.0.0	abseil-cpp
protobuf	libabsl_time.so.2605.0.0	abseil-cpp
protobuf	libabsl_time_zone.so.2605.0.0	abseil-cpp
protobuf	libabsl_tracing_internal.so.2605.0.0	abseil-cpp
protobuf	libabsl_utf8_for_code_point.so.2605.0.0	abseil-cpp
protobuf	libabsl_vlog_config_internal.so.2605.0.0	abseil-cpp
protobuf	libc.so.6	aaa_glibc-solibs
protobuf	libc.so.6	glibc
protobuf	libgcc_s.so.1	aaa_libraries
protobuf	libgcc_s.so.1	gcc
protobuf	libm.so.6	aaa_glibc-solibs
protobuf	libm.so.6	glibc
protobuf	libstdc++.so.6	aaa_libraries
protobuf	libstdc++.so.6	gcc-g++
protobuf	libz.so.1	aaa_libraries
protobuf	libz.so.1	zlib
pulseaudio	libICE.so.6	libICE
pulseaudio	libSM.so.6	libSM
pulseaudio	libX11-xcb.so.1	libX11
pulseaudio	libX11.so.6	libX11
pulseaudio	libXtst.so.6	libXtst
pulseaudio	libasound.so.2	aaa_libraries
pulseaudio	libasound.so.2	alsa-lib
pulseaudio	libasyncns.so.0	libasyncns
pulseaudio	libavahi-client.so.3	avahi
pulseaudio	libavahi-common.so.3	avahi
pulseaudio	libc.so.6	aaa_glibc-solibs
pulseaudio	libc.so.6	glibc
pulseaudio	libcap.so.2	aaa_libraries
pulseaudio	libcap.so.2	libcap
pulseaudio	libcrypto.so.3	openssl
pulseaudio	libcrypto.so.3	openssl-solibs
pulseaudio	libdbus-1.so.3	dbus
pulseaudio	libelogind.so.0	elogind
pulseaudio	libfftw3f.so.3	fftw
pulseaudio	libgio-2.0.so.0	glib2
pulseaudio	libglib-2.0.so.0	aaa_libraries
pulseaudio	libglib-2.0.so.0	glib2
pulseaudio	libgobject-2.0.so.0	aaa_libraries
pulseaudio	libgobject-2.0.so.0	glib2
pulseaudio	libgstapp-1.0.so.0	gst-plugins-base
pulseaudio	libgstbase-1.0.so.0	gstreamer
pulseaudio	libgstreamer-1.0.so.0	gstreamer
pulseaudio	libltdl.so.7	aaa_libraries
pulseaudio	libltdl.so.7	libtool
pulseaudio	libm.so.6	aaa_glibc-solibs
pulseaudio	libm.so.6	glibc
pulseaudio	liborc-0.4.so.0	orc
pulseaudio	libsbc.so.1	sbc
pulseaudio	libsndfile.so.1	libsndfile
pulseaudio	libspeexdsp.so.1	speexdsp
pulseaudio	libtdb.so.1	aaa_libraries
pulseaudio	libtdb.so.1	tdb
pulseaudio	libudev.so.1	aaa_libraries
pulseaudio	libudev.so.1	eudev
pulseaudio	libxcb.so.1	libxcb
pulseaudio-qt	libGLX.so.0	libglvnd
pulseaudio-qt	libOpenGL.so.0	libglvnd
pulseaudio-qt	libQt6Core.so.6	qt6
pulseaudio-qt	libQt6DBus.so.6	qt6
pulseaudio-qt	libQt6Gui.so.6	qt6
pulseaudio-qt	libc.so.6	aaa_glibc-solibs
pulseaudio-qt	libc.so.6	glibc
pulseaudio-qt	libgcc_s.so.1	aaa_libraries
pulseaudio-qt	libgcc_s.so.1	gcc
pulseaudio-qt	libglib-2.0.so.0	aaa_libraries
pulseaudio-qt	libglib-2.0.so.0	glib2
pulseaudio-qt	libm.so.6	aaa_glibc-solibs
pulseaudio-qt	libm.so.6	glibc
pulseaudio-qt	libpulse-mainloop-glib.so.0	pulseaudio
pulseaudio-qt	libpulse.so.0	pulseaudio
pulseaudio-qt	libstdc++.so.6	aaa_libraries
pulseaudio-qt	libstdc++.so.6	gcc-g++
purpose	libGLX.so.0	libglvnd
purpose	libKF6Completion.so.6	kcompletion
purpose	libKF6ConfigCore.so.6	kconfig
purpose	libKF6CoreAddons.so.6	kcoreaddons
purpose	libKF6I18n.so.6	ki18n
purpose	libKF6I18nQml.so.6	ki18n
purpose	libKF6JobWidgets.so.6	kjobwidgets
purpose	libKF6KIOCore.so.6	kio
purpose	libKF6KIOGui.so.6	kio
purpose	libKF6KIOWidgets.so.6	kio
purpose	libKF6Notifications.so.6	knotifications
purpose	libKF6Service.so.6	kservice
purpose	libKF6WidgetsAddons.so.6	kwidgetsaddons
purpose	libOpenGL.so.0	libglvnd
purpose	libQt6Core.so.6	qt6
purpose	libQt6DBus.so.6	qt6
purpose	libQt6Gui.so.6	qt6
purpose	libQt6Network.so.6	qt6
purpose	libQt6Qml.so.6	qt6
purpose	libQt6Widgets.so.6	qt6
purpose	libc.so.6	aaa_glibc-solibs
purpose	libc.so.6	glibc
purpose	libgcc_s.so.1	aaa_libraries
purpose	libgcc_s.so.1	gcc
purpose	libm.so.6	aaa_glibc-solibs
purpose	libm.so.6	glibc
purpose	libstdc++.so.6	aaa_libraries
purpose	libstdc++.so.6	gcc-g++
purpose5	libKF5Completion.so.5	kcompletion5
purpose5	libKF5ConfigCore.so.5	kconfig5
purpose5	libKF5CoreAddons.so.5	kcoreaddons5
purpose5	libKF5I18n.so.5	ki18n5
purpose5	libKF5JobWidgets.so.5	kjobwidgets5
purpose5	libKF5KIOCore.so.5	kio5
purpose5	libKF5KIOGui.so.5	kio5
purpose5	libKF5KIOWidgets.so.5	kio5
purpose5	libKF5Notifications.so.5	knotifications5
purpose5	libKF5Service.so.5	kservice5
purpose5	libKF5Solid.so.5	solid5
purpose5	libKF5WidgetsAddons.so.5	kwidgetsaddons5
purpose5	libKF5WindowSystem.so.5	kwindowsystem5
purpose5	libQt5Concurrent.so.5	qt5
purpose5	libQt5Core.so.5	qt5
purpose5	libQt5DBus.so.5	qt5
purpose5	libQt5Gui.so.5	qt5
purpose5	libQt5Network.so.5	qt5
purpose5	libQt5Qml.so.5	qt5
purpose5	libQt5Widgets.so.5	qt5
purpose5	libX11.so.6	libX11
purpose5	libc.so.6	aaa_glibc-solibs
purpose5	libc.so.6	glibc
purpose5	libgcc_s.so.1	aaa_libraries
purpose5	libgcc_s.so.1	gcc
purpose5	libm.so.6	aaa_glibc-solibs
purpose5	libm.so.6	glibc
purpose5	libstdc++.so.6	aaa_libraries
purpose5	libstdc++.so.6	gcc-g++
pycairo	libc.so.6	aaa_glibc-solibs
pycairo	libc.so.6	glibc
pycairo	libcairo.so.2	cairo
pycups	libc.so.6	aaa_glibc-solibs
pycups	libc.so.6	glibc
pycups	libcups.so.2	aaa_libraries
pycups	libcups.so.2	cups
pycurl	libc.so.6	aaa_glibc-solibs
pycurl	libc.so.6	glibc
pycurl	libcrypto.so.3	openssl
pycurl	libcrypto.so.3	openssl-solibs
pycurl	libcurl.so.4	aaa_libraries
pycurl	libcurl.so.4	curl
pycurl	libssl.so.3	openssl
pycurl	libssl.so.3	openssl-solibs
pygobject3	libc.so.6	aaa_glibc-solibs
pygobject3	libc.so.6	glibc
pygobject3	libcairo-gobject.so.2	cairo
pygobject3	libcairo.so.2	cairo
pygobject3	libffi.so.8	aaa_libraries
pygobject3	libffi.so.8	libffi
pygobject3	libgirepository-2.0.so.0	glib2
pygobject3	libglib-2.0.so.0	aaa_libraries
pygobject3	libglib-2.0.so.0	glib2
pygobject3	libgobject-2.0.so.0	aaa_libraries
pygobject3	libgobject-2.0.so.0	glib2
python-MarkupSafe	libc.so.6	aaa_glibc-solibs
python-MarkupSafe	libc.so.6	glibc
python-PyYAML	libc.so.6	aaa_glibc-solibs
python-PyYAML	libc.so.6	glibc
python-PyYAML	libyaml-0.so.2	libyaml
python-cffi	ld-linux-x86-64.so.2	aaa_glibc-solibs
python-cffi	ld-linux-x86-64.so.2	glibc
python-cffi	libc.so.6	aaa_glibc-solibs
python-cffi	libc.so.6	glibc
python-cffi	libffi.so.8	aaa_libraries
python-cffi	libffi.so.8	libffi
python-lxml	libc.so.6	aaa_glibc-solibs
python-lxml	libc.so.6	glibc
python-lxml	libexslt.so.0	libxslt
python-lxml	libm.so.6	aaa_glibc-solibs
python-lxml	libm.so.6	glibc
python-lxml	libxml2.so.16	libxml2
python-lxml	libxslt.so.1	libxslt
python-lxml	libz.so.1	aaa_libraries
python-lxml	libz.so.1	zlib
python-numpy	ld-linux-x86-64.so.2	aaa_glibc-solibs
python-numpy	ld-linux-x86-64.so.2	glibc
python-numpy	libc.so.6	aaa_glibc-solibs
python-numpy	libc.so.6	glibc
python-numpy	libgcc_s.so.1	aaa_libraries
python-numpy	libgcc_s.so.1	gcc
python-numpy	libm.so.6	aaa_glibc-solibs
python-numpy	libm.so.6	glibc
python-numpy	libopenblas.so.0	openblas
python-numpy	libstdc++.so.6	aaa_libraries
python-numpy	libstdc++.so.6	gcc-g++
python-pillow	libc.so.6	aaa_glibc-solibs
python-pillow	libc.so.6	glibc
python-pillow	libfreetype.so.6	freetype
python-pillow	libjpeg.so.62	aaa_libraries
python-pillow	libjpeg.so.62	libjpeg-turbo
python-pillow	liblcms2.so.2	lcms2
python-pillow	libm.so.6	aaa_glibc-solibs
python-pillow	libm.so.6	glibc
python-pillow	libopenjp2.so.7	openjpeg
python-pillow	libtiff.so.6	aaa_libraries
python-pillow	libtiff.so.6	libtiff
python-pillow	libwebp.so.7	libwebp
python-pillow	libwebpdemux.so.2	libwebp
python-pillow	libwebpmux.so.3	libwebp
python-pillow	libxcb.so.1	libxcb
python-pillow	libz.so.1	aaa_libraries
python-pillow	libz.so.1	zlib
python-psutil	libc.so.6	aaa_glibc-solibs
python-psutil	libc.so.6	glibc
python-sane	libc.so.6	aaa_glibc-solibs
python-sane	libc.so.6	glibc
python-sane	libsane.so.1	sane
python2	libX11.so.6	libX11
python2	libbz2.so.1	aaa_libraries
python2	libbz2.so.1	bzip2
python2	libc.so.6	aaa_glibc-solibs
python2	libc.so.6	glibc
python2	libcrypt.so.2	aaa_glibc-solibs
python2	libcrypt.so.2	glibc
python2	libcrypto.so.3	openssl
python2	libcrypto.so.3	openssl-solibs
python2	libdb-4.8.so	aaa_libraries
python2	libdb-4.8.so	db48
python2	libexpat.so.1	aaa_libraries
python2	libexpat.so.1	expat
python2	libffi.so.8	aaa_libraries
python2	libffi.so.8	libffi
python2	libgdbm.so.6	aaa_libraries
python2	libgdbm.so.6	gdbm
python2	libgdbm_compat.so.4	gdbm
python2	libm.so.6	aaa_glibc-solibs
python2	libm.so.6	glibc
python2	libncursesw.so.6	aaa_libraries
python2	libncursesw.so.6	ncurses
python2	libnsl.so.3	aaa_libraries
python2	libnsl.so.3	libnsl
python2	libpanelw.so.6	aaa_libraries
python2	libpanelw.so.6	ncurses
python2	libreadline.so.8	aaa_libraries
python2	libreadline.so.8	readline
python2	libsqlite3.so.0	sqlite
python2	libssl.so.3	openssl
python2	libssl.so.3	openssl-solibs
python2	libtinfo.so.6	aaa_libraries
python2	libtinfo.so.6	ncurses
python2	libtirpc.so.3	aaa_libraries
python2	libtirpc.so.3	libtirpc
python2	libz.so.1	aaa_libraries
python2	libz.so.1	zlib
python3	ld-linux-x86-64.so.2	aaa_glibc-solibs
python3	ld-linux-x86-64.so.2	glibc
python3	libbz2.so.1	aaa_libraries
python3	libbz2.so.1	bzip2
python3	libc.so.6	aaa_glibc-solibs
python3	libc.so.6	glibc
python3	libcrypt.so.2	aaa_glibc-solibs
python3	libcrypt.so.2	glibc
python3	libcrypto.so.3	openssl
python3	libcrypto.so.3	openssl-solibs
python3	libexpat.so.1	aaa_libraries
python3	libexpat.so.1	expat
python3	libffi.so.8	aaa_libraries
python3	libffi.so.8	libffi
python3	libgdbm.so.6	aaa_libraries
python3	libgdbm.so.6	gdbm
python3	libgdbm_compat.so.4	gdbm
python3	liblzma.so.5	aaa_libraries
python3	liblzma.so.5	xz
python3	libm.so.6	aaa_glibc-solibs
python3	libm.so.6	glibc
python3	libncursesw.so.6	aaa_libraries
python3	libncursesw.so.6	ncurses
python3	libnsl.so.3	aaa_libraries
python3	libnsl.so.3	libnsl
python3	libpanelw.so.6	aaa_libraries
python3	libpanelw.so.6	ncurses
python3	libreadline.so.8	aaa_libraries
python3	libreadline.so.8	readline
python3	libsqlite3.so.0	sqlite
python3	libssl.so.3	openssl
python3	libssl.so.3	openssl-solibs
python3	libtinfo.so.6	aaa_libraries
python3	libtinfo.so.6	ncurses
python3	libtirpc.so.3	aaa_libraries
python3	libtirpc.so.3	libtirpc
python3	libuuid.so.1	util-linux
python3	libz.so.1	aaa_libraries
python3	libz.so.1	zlib
qalculate-gtk	libatk-1.0.so.0	at-spi2-core
qalculate-gtk	libc.so.6	aaa_glibc-solibs
qalculate-gtk	libc.so.6	glibc
qalculate-gtk	libcairo-gobject.so.2	cairo
qalculate-gtk	libcairo.so.2	cairo
qalculate-gtk	libgcc_s.so.1	aaa_libraries
qalculate-gtk	libgcc_s.so.1	gcc
qalculate-gtk	libgdk-3.so.0	gtk+3
qalculate-gtk	libgdk_pixbuf-2.0.so.0	gdk-pixbuf2
qalculate-gtk	libgio-2.0.so.0	glib2
qalculate-gtk	libglib-2.0.so.0	aaa_libraries
qalculate-gtk	libglib-2.0.so.0	glib2
qalculate-gtk	libgobject-2.0.so.0	aaa_libraries
qalculate-gtk	libgobject-2.0.so.0	glib2
qalculate-gtk	libgtk-3.so.0	gtk+3
qalculate-gtk	libharfbuzz.so.0	harfbuzz
qalculate-gtk	libm.so.6	aaa_glibc-solibs
qalculate-gtk	libm.so.6	glibc
qalculate-gtk	libpango-1.0.so.0	pango
qalculate-gtk	libpangocairo-1.0.so.0	pango
qalculate-gtk	libqalculate.so.23	libqalculate
qalculate-gtk	libstdc++.so.6	aaa_libraries
qalculate-gtk	libstdc++.so.6	gcc-g++
qalculate-gtk	libxml2.so.16	libxml2
qalculate-gtk	libz.so.1	aaa_libraries
